corpus,issue,source_pdf,source_txt,date,hit_count
research,federal_court,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,66
research,civil_rights_1983,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,1
research,rico,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,362
research,custody,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,2
research,property_financial,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,44
research,fraud_perjury,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,196
research,notice,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,1
research,appeal,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,7
research,jurisdiction,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,3
research,federal_court,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,83
research,rico,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,326
research,property_financial,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,86
research,fraud_perjury,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,35
research,discovery,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,2
research,sanctions_contempt,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,14
research,law_enforcement,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.txt,,2
research,appeal,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,12
research,federal_court,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,76
research,civil_rights_1983,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,1
research,rico,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,418
research,custody,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,1
research,property_financial,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,65
research,fraud_perjury,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,196
research,sanctions_contempt,RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf,extracted_research\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-wire-fraud-in-a-RICO-suit-against-his-spouse--hi-1.txt,,1
research,associate_judge,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,1
research,appeal,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,37
research,jurisdiction,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,2
research,removal_remand,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,4
research,federal_court,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,84
research,rico,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,379
research,property_financial,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,76
research,fraud_perjury,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,71
research,law_enforcement,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,3
research,lockout_eviction,RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf,extracted_research\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.txt,,7
research,due_process,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,1
research,notice,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,8
research,hearing,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,1
research,federal_court,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,35
research,civil_rights_1983,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,4
research,rico,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,260
research,protective_order,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,11
research,custody,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,3
research,property_financial,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,117
research,fraud_perjury,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,50
research,discovery,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,1
research,law_enforcement,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,5
research,lockout_eviction,RESEARCH\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.pdf,extracted_research\vLex-Vincent-V--STATEMENT-OF-FACTS--28--Plaintiff-realleges-and-incorporates-by-reference-the-allegations-contain-1.txt,,10
research,due_process,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,13
research,hearing,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,16
research,recusal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,336
research,appeal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,61
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,5
research,removal_remand,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,8
research,federal_court,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,14
research,custody,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,2
research,property_financial,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,30
research,fraud_perjury,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,1
research,sanctions_contempt,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,8
research,law_enforcement,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,6
research,ex_parte,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,3
research,due_process,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,13
research,hearing,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,16
research,recusal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,336
research,appeal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,61
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,5
research,removal_remand,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,8
research,federal_court,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,14
research,custody,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,2
research,property_financial,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,30
research,fraud_perjury,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,1
research,sanctions_contempt,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,8
research,law_enforcement,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,6
research,ex_parte,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,3
research,due_process,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,13
research,hearing,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,16
research,recusal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,336
research,appeal,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,61
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,5
research,removal_remand,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,8
research,federal_court,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,14
research,custody,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,2
research,property_financial,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,30
research,fraud_perjury,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,1
research,sanctions_contempt,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,8
research,law_enforcement,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,6
research,ex_parte,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,3
research,due_process,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,1
research,notice,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,8
research,hearing,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,34
research,mandamus,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,24
research,appeal,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,33
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,42
research,removal_remand,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,17
research,federal_court,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,2
research,protective_order,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,12
research,temporary_orders,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,22
research,custody,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,51
research,property_financial,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,24
research,law_enforcement,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,8
research,ex_parte,RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf,extracted_research\vLex-Vincent-What-are-the-broader-implications-1.txt,,3
research,appeal,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,5
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,12
research,federal_court,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,30
research,rico,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,403
research,property_financial,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,9
research,fraud_perjury,RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf,extracted_research\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.txt,,5
research,appeal,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,27
research,jurisdiction,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,3
research,federal_court,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,67
research,civil_rights_1983,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,3
research,rico,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,703
research,property_financial,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,159
research,fraud_perjury,RESEARCH\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.pdf,extracted_research\vLex-Vincent-What-are-the-elements-of-RICO--Racketeer-Influenced-and-Corrupt-Organizations-Act--that-must-be-sati-1.txt,,51
